"aspectId","aspectName","aspectDescription","relationType","memberAspects","dataType","scoreMethod","choice","score","criteria","depth","level","parentAspectId"
"Q1198","GI.SAP11.147","147. In practice, the asset disclosure records of the state-level judiciary are of high quality.","self","","SingleChoice","raw","75","75.0",,"180","4","C358"
"Q1198","GI.SAP11.147","147. In practice, the asset disclosure records of the state-level judiciary are of high quality.","self","","SingleChoice","raw","50","50.0","The asset disclosure records of the state-level judiciary contain some useful information but may be lacking important details, including politically sensitive investment or other financial arrangements in which the individual has an interest.","180","4","C358"
"Q1198","GI.SAP11.147","147. In practice, the asset disclosure records of the state-level judiciary are of high quality.","self","","SingleChoice","raw","25","25.0",,"180","4","C358"
"Q1198","GI.SAP11.147","147. In practice, the asset disclosure records of the state-level judiciary are of high quality.","self","","SingleChoice","raw","0","0.0","The asset disclosure records of the state-level judiciary are overly general, lack any meaningful detail, and do not provide a clear accounting of the individuals' sources of income, investments, and other financial assets.","180","4","C358"
"Q1199","GI.SAP11.148","148. In practice, the asset disclosure records of the state-level judiciary are accessible to the public online in a meaningful and accessible manner.","self","","SingleChoice","raw","100","100.0","The information is available online and is as complete as possible, including any raw or meta data necessary to fully understand how the final information was generated. The information is primary source data, is made available in real-time or within a matter of weeks, is available to the public via an Application Programming Interface (API), and is machine readable. Anyone can access the information at any time, and there is no cost burden on the public in downloading or accessing the information. The information is archived and/or available online in perpetuity, and there are no licensing restrictions limiting its use.  ","181","4","C358"
"Q1199","GI.SAP11.148","148. In practice, the asset disclosure records of the state-level judiciary are accessible to the public online in a meaningful and accessible manner.","self","","SingleChoice","raw","75","75.0",,"181","4","C358"
"Q1199","GI.SAP11.148","148. In practice, the asset disclosure records of the state-level judiciary are accessible to the public online in a meaningful and accessible manner.","self","","SingleChoice","raw","50","50.0","The information is available online and is generally accessible but some exceptions exist. Some information may not be machine readable (for example, locked in PDF format) and third-party programs or software may be required to process and use the information once it is downloaded. Certain licensing restrictions may impose a burden on sharing the information and/or analysis of the information.","181","4","C358"
"Q1199","GI.SAP11.148","148. In practice, the asset disclosure records of the state-level judiciary are accessible to the public online in a meaningful and accessible manner.","self","","SingleChoice","raw","25","25.0",,"181","4","C358"
"Q1199","GI.SAP11.148","148. In practice, the asset disclosure records of the state-level judiciary are accessible to the public online in a meaningful and accessible manner.","self","","SingleChoice","raw","0","0.0","The information is not available online or is available online in such a format as to render it useless for the majority of the public. Special skills and/or software are required to process the information, and the information is not machine readable and must be manually ""scraped"" in order to analyze it in bulk. Significant cost and/or licensing barriers pose major hurdles in the public accessing or using the information.","181","4","C358"
"C359","Category 359","Category 6. >","contains","C360","Float","mean","","","","182","1",""
"C360","Category 360",">. State Budget Processes","contains","C361|C362|C363|C364|C365","Float","mean","","","","183","2","C359"
"C361","Category 361","6.1. Can the legislature provide input to the state budget?","contains","Q1200|Q1201|Q1202","Float","mean","","","","184","3","C360"
"Q1200","GI.SAP11.149","149. In law, the legislature can amend the budget.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if the legislature has the power to add or remove items to the state government budget.","185","4","C361"
"Q1200","GI.SAP11.149","149. In law, the legislature can amend the budget.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if the legislature can only approve but not change details of the budget. A NO score is also earned if the legislature has no input into the budget process whatsoever.","185","4","C361"
"Q1201","GI.SAP11.150","150. In practice, significant public expenditures (defined as any project costing more than 1% of the total state budget) require legislative approval.","self","","SingleChoice","raw","100","100.0","All significant government expenditures must be approved by the legislature. This includes defense and law enforcement programs, which may be debated in closed hearings.","186","4","C361"
"Q1201","GI.SAP11.150","150. In practice, significant public expenditures (defined as any project costing more than 1% of the total state budget) require legislative approval.","self","","SingleChoice","raw","75","75.0",,"186","4","C361"
"Q1201","GI.SAP11.150","150. In practice, significant public expenditures (defined as any project costing more than 1% of the total state budget) require legislative approval.","self","","SingleChoice","raw","50","50.0","Most significant government expenditures are approved by the legislature, but some exceptions to this rule exist. This may include defense programs, a governor's personal or discretionary budget, or other expenses.","186","4","C361"
"Q1201","GI.SAP11.150","150. In practice, significant public expenditures (defined as any project costing more than 1% of the total state budget) require legislative approval.","self","","SingleChoice","raw","25","25.0",,"186","4","C361"
"Q1201","GI.SAP11.150","150. In practice, significant public expenditures (defined as any project costing more than 1% of the total state budget) require legislative approval.","self","","SingleChoice","raw","0","0.0","The legislature does not have the power to approve or disapprove large portions of the government budget, or the legislature does not exercise this power in a meaningful way.","186","4","C361"
"Q1202","GI.SAP11.151","151. In practice, the legislature has sufficient capacity to monitor the budget process and provide input or changes.","self","","SingleChoice","raw","100","100.0","Legislators benefit from a sufficient and qualified staff as well as adequate financial and physical resources.  Lack of capacity is never a reason why legislators cannot carry out their duties on budget oversight effectively.","187","4","C361"
"Q1202","GI.SAP11.151","151. In practice, the legislature has sufficient capacity to monitor the budget process and provide input or changes.","self","","SingleChoice","raw","75","75.0",,"187","4","C361"
"Q1202","GI.SAP11.151","151. In practice, the legislature has sufficient capacity to monitor the budget process and provide input or changes.","self","","SingleChoice","raw","50","50.0","Legislators have some staff and financial resources but are limited by a shortfall of resources to adequately perform all of their budgetary oversight functions.  Legislators are occasionally overwhelmed by the volume of work to be performed.","187","4","C361"
"Q1202","GI.SAP11.151","151. In practice, the legislature has sufficient capacity to monitor the budget process and provide input or changes.","self","","SingleChoice","raw","25","25.0",,"187","4","C361"
"Q1202","GI.SAP11.151","151. In practice, the legislature has sufficient capacity to monitor the budget process and provide input or changes.","self","","SingleChoice","raw","0","0.0","Legislators have little to no staff and virtually no financial resources with which to perform their budgetary oversight role.  Lack of resources is a regular and systemic problem that cripples the performance of the legislature.","187","4","C361"
"C362","Category 362","6.2. Can citizens access the state budgetary process?","contains","Q1203|Q1204|Q1205|Q1206","Float","mean","","","","188","3","C360"
"Q1203","GI.SAP11.152","152. In practice, the state budgetary process is conducted in a transparent manner in the debating stage (i.e. before final approval).","self","","SingleChoice","raw","100","100.0","Budget debates are public and records of these proceedings are easily accessible. Authors of individual budget items can easily be identified. Nearly all budget negotiations are conducted in these official proceedings.","189","4","C362"
"Q1203","GI.SAP11.152","152. In practice, the state budgetary process is conducted in a transparent manner in the debating stage (i.e. before final approval).","self","","SingleChoice","raw","75","75.0",,"189","4","C362"
"Q1203","GI.SAP11.152","152. In practice, the state budgetary process is conducted in a transparent manner in the debating stage (i.e. before final approval).","self","","SingleChoice","raw","50","50.0","There is a formal, transparent process for budget debate, but major budget modifications may be negotiated in separate, closed sessions.  Some items, such as non-secret defense projects, may be negotiated in closed sessions. Authors of individual line items may be difficult to identify.","189","4","C362"
"Q1203","GI.SAP11.152","152. In practice, the state budgetary process is conducted in a transparent manner in the debating stage (i.e. before final approval).","self","","SingleChoice","raw","25","25.0",,"189","4","C362"
"Q1203","GI.SAP11.152","152. In practice, the state budgetary process is conducted in a transparent manner in the debating stage (i.e. before final approval).","self","","SingleChoice","raw","0","0.0","Budget negotiations are effectively closed to the public. There may be a formal, transparent process, but most real discussion and debate happens in other, closed settings.","189","4","C362"
"Q1204","GI.SAP11.153","153. In practice, citizens provide input at budget hearings.","self","","SingleChoice","raw","100","100.0","Citizens, usually acting through CSOs, can provide information or commentary to the budget debate through a formal process. This information is essential to the process of evaluating budget priorities.","190","4","C362"
"Q1204","GI.SAP11.153","153. In practice, citizens provide input at budget hearings.","self","","SingleChoice","raw","75","75.0",,"190","4","C362"
"Q1204","GI.SAP11.153","153. In practice, citizens provide input at budget hearings.","self","","SingleChoice","raw","50","50.0","Citizens or CSOs can provide input, but this information is often not relevant to budget decisions.","190","4","C362"
"Q1204","GI.SAP11.153","153. In practice, citizens provide input at budget hearings.","self","","SingleChoice","raw","25","25.0",,"190","4","C362"
"Q1204","GI.SAP11.153","153. In practice, citizens provide input at budget hearings.","self","","SingleChoice","raw","0","0.0","Citizens or CSOs have no formal access to provide input to the budget debate.","190","4","C362"
"Q1205","GI.SAP11.154","154. In practice, citizens can access itemized budget allocations.","self","","SingleChoice","raw","100","100.0","Citizens, journalists and CSOs can access itemized lists of budget allocations. This information is easily available and up to date.","191","4","C362"
"Q1205","GI.SAP11.154","154. In practice, citizens can access itemized budget allocations.","self","","SingleChoice","raw","75","75.0",,"191","4","C362"
"Q1205","GI.SAP11.154","154. In practice, citizens can access itemized budget allocations.","self","","SingleChoice","raw","50","50.0","Citizens, journalists and CSOs can access itemized lists of budget allocations but this information may be difficult to access, incomplete, or out of date.","191","4","C362"
"Q1205","GI.SAP11.154","154. In practice, citizens can access itemized budget allocations.","self","","SingleChoice","raw","25","25.0",,"191","4","C362"
"Q1205","GI.SAP11.154","154. In practice, citizens can access itemized budget allocations.","self","","SingleChoice","raw","0","0.0","Citizens cannot access an itemized list of budget allocations, due to secrecy, prohibitive barriers or government inefficiency.","191","4","C362"
"Q1206","GI.SAP11.155","155. In law, is there a separate legislative committee which provides oversight of public funds.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if there is a dedicated legislative committee (or equivalent group located in the legislature) that oversees the expenditure of public funds.","192","4","C362"
"Q1206","GI.SAP11.155","155. In law, is there a separate legislative committee which provides oversight of public funds.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such body exists within the legislature. A NO score is also earned if there is a body executing this function but it is not part of the legislature (such as a separate audit institution and/or Inspector General).","192","4","C362"
"C363","Category 363","6.3. Is the legislative committee overseeing the expenditure of public funds effective?","contains","Q1207|Q1208|Q1209","Float","mean","","","","193","3","C360"
"Q1207","GI.SAP11.156","156. In practice, department heads regularly submit reports to this committee.","self","","SingleChoice","raw","100","100.0","Heads of cabinet-level agencies submit regular, formal reports of expenses to a budget oversight committee.","194","4","C363"
"Q1207","GI.SAP11.156","156. In practice, department heads regularly submit reports to this committee.","self","","SingleChoice","raw","75","75.0",,"194","4","C363"
"Q1207","GI.SAP11.156","156. In practice, department heads regularly submit reports to this committee.","self","","SingleChoice","raw","50","50.0","Agency heads submit reports to a budget oversight committee, but these reports are flawed in some way. The reports may be inconsistently delivered, or lacking important details.","194","4","C363"
"Q1207","GI.SAP11.156","156. In practice, department heads regularly submit reports to this committee.","self","","SingleChoice","raw","25","25.0",,"194","4","C363"
"Q1207","GI.SAP11.156","156. In practice, department heads regularly submit reports to this committee.","self","","SingleChoice","raw","0","0.0","There is no budget oversight committee or equivalent, or heads of agencies do not submit meaningful reports to the agency.","194","4","C363"
"Q1208","GI.SAP11.157","157. In practice, the committee acts in a non-partisan manner with members of opposition parties serving on the committee in an equitable fashion.","self","","SingleChoice","raw","100","100.0","The committee is comprised of legislators from both the majority party and opposition parties in a roughly equitable distribution.  All members of the committee -- including opposition party members -- are able to fully participate in the activities of the committee and influence the committee's work to roughly the same extent as any other member of the committee.","195","4","C363"
"Q1208","GI.SAP11.157","157. In practice, the committee acts in a non-partisan manner with members of opposition parties serving on the committee in an equitable fashion.","self","","SingleChoice","raw","75","75.0",,"195","4","C363"
"Q1208","GI.SAP11.157","157. In practice, the committee acts in a non-partisan manner with members of opposition parties serving on the committee in an equitable fashion.","self","","SingleChoice","raw","50","50.0","The committee is comprised of legislators from both the majority party  and opposition parties although the ruling party has a disproportionate share of committee seats.  The chairperson of the committee may be overly influential and curb other members' ability to shape the committee's activities.","195","4","C363"
"Q1208","GI.SAP11.157","157. In practice, the committee acts in a non-partisan manner with members of opposition parties serving on the committee in an equitable fashion.","self","","SingleChoice","raw","25","25.0",,"195","4","C363"
"Q1208","GI.SAP11.157","157. In practice, the committee acts in a non-partisan manner with members of opposition parties serving on the committee in an equitable fashion.","self","","SingleChoice","raw","0","0.0","The committee is dominated by legislators of the majority party and/or the committee chairperson.  Opposition legislators serving on the committee have in practice no way to influence the work of the committee.","195","4","C363"
"Q1209","GI.SAP11.158","158. In practice, when necessary, this committee initiates independent investigations into financial irregularities.","self","","SingleChoice","raw","100","100.0","When irregularities are discovered, the committee is aggressive in investigating the government.","196","4","C363"
"Q1209","GI.SAP11.158","158. In practice, when necessary, this committee initiates independent investigations into financial irregularities.","self","","SingleChoice","raw","75","75.0",,"196","4","C363"
"Q1209","GI.SAP11.158","158. In practice, when necessary, this committee initiates independent investigations into financial irregularities.","self","","SingleChoice","raw","50","50.0","The committee starts investigations but is limited in its effectiveness. The committee may be slow to act, unwilling to take on politically powerful offenders or occasionally unable to enforce its judgments.","196","4","C363"
"Q1209","GI.SAP11.158","158. In practice, when necessary, this committee initiates independent investigations into financial irregularities.","self","","SingleChoice","raw","25","25.0",,"196","4","C363"
"Q1209","GI.SAP11.158","158. In practice, when necessary, this committee initiates independent investigations into financial irregularities.","self","","SingleChoice","raw","0","0.0","The committee does not effectively investigate financial irregularities. The committee may start investigations but not complete them or may fail to detect offenders. The committee may be partisan in its application of power.","196","4","C363"
"C364","Category 364","6.4. Are budget information and related records made available to citizens?","contains","Q1210|Q1211|Q1212|Q1213|Q1214|Q1215|Q1216|Q1217|Q1218","Float","mean","","","","197","3","C360"
"Q1210","GI.SAP11.159","159. Does the state executive publish a pre-budget statement, which presents the assumptions used in developing the budget such as the expected revenue, expenditure, debt-levels, and broad allocations among sectors?","self","","SingleChoice","raw","YES","100.0","A YES score is earned if the state executive publishes a pre-budget statement.","198","4","C364"
"Q1210","GI.SAP11.159","159. Does the state executive publish a pre-budget statement, which presents the assumptions used in developing the budget such as the expected revenue, expenditure, debt-levels, and broad allocations among sectors?","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such document is published.","198","4","C364"
"Q1211","GI.SAP11.160","160. Does the state executive publish its budget proposal, which presents the state government's detailed declaration of policies and priorities for the upcoming budget year?","self","","SingleChoice","raw","YES","100.0","A YES score is earned if the state executive publishes its budget proposal.","199","4","C364"
"Q1211","GI.SAP11.160","160. Does the state executive publish its budget proposal, which presents the state government's detailed declaration of policies and priorities for the upcoming budget year?","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such document is published.","199","4","C364"
"Q1212","GI.SAP11.161","161. Does the state legislature publish an enacted budget document that authorizes the executive to implement the policy measures outlined in the budget?","self","","SingleChoice","raw","YES","100.0","A YES score is earned if the state legislature publishes the enacted budget.","200","4","C364"
"Q1212","GI.SAP11.161","161. Does the state legislature publish an enacted budget document that authorizes the executive to implement the policy measures outlined in the budget?","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such document is published.","200","4","C364"
"Q1213","GI.SAP11.162","162. Does the state executive publish monthly or quarterly in-year reports on revenues collected, expenditures made, and debt incurred?","self","","SingleChoice","raw","YES","100.0","A YES score is earned if the state executive publishes monthly or quarterly in-year reports.","201","4","C364"
"Q1213","GI.SAP11.162","162. Does the state executive publish monthly or quarterly in-year reports on revenues collected, expenditures made, and debt incurred?","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such document is published.","201","4","C364"
"Q1214","GI.SAP11.163","163. Does the state executive publish a mid-year review for the first six months of the budget year to discuss any changes in economic assumptions that would affect approved budget policies?","self","","SingleChoice","raw","YES","100.0","A YES score is earned if the state executive publishes a mid-year review of the budget.","202","4","C364"
"Q1214","GI.SAP11.163","163. Does the state executive publish a mid-year review for the first six months of the budget year to discuss any changes in economic assumptions that would affect approved budget policies?","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such document is published.","202","4","C364"
"Q1215","GI.SAP11.164","164. Does the state executive issue a year-end report summarizing the financial situation at the end of the fiscal year?","self","","SingleChoice","raw","YES","100.0","A YES score is earned if the state executive publishes a year-end budget report.","203","4","C364"
"Q1215","GI.SAP11.164","164. Does the state executive issue a year-end report summarizing the financial situation at the end of the fiscal year?","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such document is published.","203","4","C364"
"Q1216","GI.SAP11.165","165. Does the state publish an annual audit report, produced by an entity independent from the executive, which covers the activities undertaken by the executive during the fiscal year?","self","","SingleChoice","raw","YES","100.0","A YES score is earned if the state publishes an annual independent audit report.","204","4","C364"
"Q1216","GI.SAP11.165","165. Does the state publish an annual audit report, produced by an entity independent from the executive, which covers the activities undertaken by the executive during the fiscal year?","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such document is published.","204","4","C364"
"Q1217","GI.SAP11.166","166. Does the state publish a citizens budget containing non-technical budget information that is accessible to a broader audience?","self","","SingleChoice","raw","YES","100.0","A YES score is earned if the state publishes a citizens budget.","205","4","C364"
"Q1217","GI.SAP11.166","166. Does the state publish a citizens budget containing non-technical budget information that is accessible to a broader audience?","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such document is published.","205","4","C364"
"Q1218","GI.SAP11.167","167. Do reports issued by the state contain information on tax expenditures (information on on tax credits, deductions, and exemptions that reduce state revenue)?","self","","SingleChoice","raw","YES","100.0","A YES score is earned if budget documents issued by the state contain information on tax expenditures.","206","4","C364"
"Q1218","GI.SAP11.167","167. Do reports issued by the state contain information on tax expenditures (information on on tax credits, deductions, and exemptions that reduce state revenue)?","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such document is published.","206","4","C364"
"C365","Category 365","6.5. Does the state have a well-resourced fiscal budget office for the non-partisan analysis of budget proposals?","contains","Q1219|Q1220","Float","mean","","","","207","3","C360"
"Q1219","GI.SAP11.168","168. In law, there is a state fiscal budget office to provide fiscal notes and nonpartisan analysis on the costs and benefits of every bill and budget proposal.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if there is an independent fiscal budget office, or equivalent agency or entity, whose primary mandate is to conduct non-partisan analysis of the costs and benefits of bills and budget proposals. ","208","4","C365"
"Q1219","GI.SAP11.168","168. In law, there is a state fiscal budget office to provide fiscal notes and nonpartisan analysis on the costs and benefits of every bill and budget proposal.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such entity exists, or if this fiscal analysis function is a secondary concern of a larger body, such as the Governor's office.","208","4","C365"
"Q1220","GI.SAP11.169","169. In practice, the state fiscal budget office has sufficient capacity to provide quality analysis in line with its mandate. ","self","","SingleChoice","raw","100","100.0","The state budget fiscal analysis office benefits from a sufficient and qualified staff as well as adequate financial and physical resources.  Lack of capacity is never a reason why bills and budget proposals cannot be analyzed effectively for the benefit of legislators and citizens.","209","4","C365"
"Q1220","GI.SAP11.169","169. In practice, the state fiscal budget office has sufficient capacity to provide quality analysis in line with its mandate. ","self","","SingleChoice","raw","75","75.0",,"209","4","C365"
"Q1220","GI.SAP11.169","169. In practice, the state fiscal budget office has sufficient capacity to provide quality analysis in line with its mandate. ","self","","SingleChoice","raw","50","50.0","The state budget fiscal analysis office has some staff and financial resources but are limited by a shortfall of resources to adequately perform all of their budgetary analysis functions.  Staff are occasionally overwhelmed by the volume of work to be performed.","209","4","C365"
"Q1220","GI.SAP11.169","169. In practice, the state fiscal budget office has sufficient capacity to provide quality analysis in line with its mandate. ","self","","SingleChoice","raw","25","25.0",,"209","4","C365"
"Q1220","GI.SAP11.169","169. In practice, the state fiscal budget office has sufficient capacity to provide quality analysis in line with its mandate. ","self","","SingleChoice","raw","0","0.0","The state budget fiscal analysis office has little to no staff and virtually no financial resources with which to perform their budgetary oversight role.  Lack of resources is a regular and systemic problem that cripples the performance of the office. ","209","4","C365"
"C366","Category 366","Category 7. >","contains","C367","Float","mean","","","","210","1",""
"C367","Category 367",">. State Civil Service Management","contains","C368|C369|C370|C371|C372|C373|C374","Float","mean","","","","211","2","C366"
"C368","Category 368","7.1. Are there regulations for the state civil service encompassing, at least, the managerial and professional staff?","contains","Q1221|Q1222|Q1223|Q1224","Float","mean","","","","212","3","C367"
"Q1221","GI.SAP11.170","170. In law, there are regulations requiring an impartial, independent, and fairly managed state civil service.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if there are specific formal rules establishing that the state civil service carry out its duties independent of political interference.","213","4","C368"
"Q1221","GI.SAP11.170","170. In law, there are regulations requiring an impartial, independent, and fairly managed state civil service.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if there are no formal rules establishing an independent state civil service.","213","4","C368"
"Q1222","GI.SAP11.171","171. In law, there are regulations to prevent nepotism (favorable treatment of family members), cronyism (favorable treatment of friends and colleagues), or patronage (favorable treatment of those who reward their superiors) within the civil service.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if there are specific formal rules prohibiting nepotism, cronyism, and patronage in the civil service. These should include competitive recruitment and promotion procedures as well as safeguards against arbitrary disciplinary actions and dismissal.","214","4","C368"
"Q1222","GI.SAP11.171","171. In law, there are regulations to prevent nepotism (favorable treatment of family members), cronyism (favorable treatment of friends and colleagues), or patronage (favorable treatment of those who reward their superiors) within the civil service.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such regulations exist.","214","4","C368"
"Q1223","GI.SAP11.172","172. In law, there is an independent redress mechanism for the civil service.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if there is a mechanism to which civil servants and applicants for the civil service can take grievances regarding civil service management actions.  The mechanism should be independent of their supervisors but can still be located within the government agency or entity (such as a special commission or board).  Civil servants are able to appeal the mechanism's decisions to the judiciary.","215","4","C368"
"Q1223","GI.SAP11.172","172. In law, there is an independent redress mechanism for the civil service.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such mechanism exists, or if the only recourse civil servants have is directly through the courts.","215","4","C368"
"Q1224","GI.SAP11.173","173. In law, civil servants convicted of corruption are prohibited from future state government employment.","self","","SingleChoice","raw","YES","100.0","A YES score is earned if there are specific rules prohibiting continued government employment following a corruption conviction.","216","4","C368"
"Q1224","GI.SAP11.173","173. In law, civil servants convicted of corruption are prohibited from future state government employment.","self","","SingleChoice","raw","NO","0.0","A NO score is earned if no such rules exist or if the ban is not a lifetime ban.","216","4","C368"
"C369","Category 369","7.2. Is the law governing the administration and civil service effective?","contains","Q1225|Q1226|Q1227|Q1228|Q1229|Q1230|Q1231|Q1232","Float","mean","","","","217","3","C367"
"Q1225","GI.SAP11.174","174. In practice, state civil servants are protected from political interference.","self","","SingleChoice","raw","100","100.0","Civil servants operate independently of the political process, without incentive or pressure to render favorable treatment or policy decisions on politically sensitive issues. Civil servants rarely comment on political debates. Individual judgments are rarely praised or criticized by political figures.  Civil servants can bring a case to the courts challenging politically-motivated firings.","218","4","C369"
"Q1225","GI.SAP11.174","174. In practice, state civil servants are protected from political interference.","self","","SingleChoice","raw","75","75.0",,"218","4","C369"
"Q1225","GI.SAP11.174","174. In practice, state civil servants are protected from political interference.","self","","SingleChoice","raw","50","50.0","Civil servants are typically independent, yet are sometimes influenced in their judgments by negative or positive political or personal incentives. This may include favorable or unfavorable treatment by superiors, public criticism or praise by the government, or other forms of influence.  Civil servants may bring a case to the judicial system challenging politically-motivated firings but the case may encounter delays or bureaucratic hurdles.","218","4","C369"
"Q1225","GI.SAP11.174","174. In practice, state civil servants are protected from political interference.","self","","SingleChoice","raw","25","25.0",,"218","4","C369"
"Q1225","GI.SAP11.174","174. In practice, state civil servants are protected from political interference.","self","","SingleChoice","raw","0","0.0","Civil servants are commonly influenced by political or personal matters.  This may include conflicting family relationships, professional partnerships, or other personal loyalties. Negative incentives may include threats, harassment, or other abuses of power.  Civil servants are unable to find a remedy in the courts for unjustified or politically-motivated firings.","218","4","C369"
"Q1226","GI.SAP11.175","175. In practice, civil servants are appointed and evaluated according to professional criteria.","self","","SingleChoice","raw","100","100.0","Appointments to the civil service and their professional evaluations are made based on professional qualifications. Individuals appointed are free from conflicts of interest arising from personal loyalties, family connections or other biases. Individuals appointed usually do not have clear political party affiliations.","219","4","C369"
"Q1226","GI.SAP11.175","175. In practice, civil servants are appointed and evaluated according to professional criteria.","self","","SingleChoice","raw","75","75.0",,"219","4","C369"
"Q1226","GI.SAP11.175","175. In practice, civil servants are appointed and evaluated according to professional criteria.","self","","SingleChoice","raw","50","50.0","Appointments and professional assessments are usually based on professional qualifications. Individuals appointed may have clear party loyalties, however.","219","4","C369"
"Q1226","GI.SAP11.175","175. In practice, civil servants are appointed and evaluated according to professional criteria.","self","","SingleChoice","raw","25","25.0",,"219","4","C369"
"Q1226","GI.SAP11.175","175. In practice, civil servants are appointed and evaluated according to professional criteria.","self","","SingleChoice","raw","0","0.0","Appointments and professional assessments are often based on political considerations. Individuals appointed often have conflicts of interest due to personal loyalties, family connections or other biases. Individuals appointed often have clear party loyalties.","219","4","C369"
"Q1227","GI.SAP11.176","176. In practice, civil service management actions (e.g. hiring, firing, promotions) are not based on nepotism, cronyism, or patronage.","self","","SingleChoice","raw","100","100.0","Nepotism, cronyism, and patronage are actively discouraged at all levels of the civil service.  Hirings, firings, and promotions are based on merit and performance.","220","4","C369"
"Q1227","GI.SAP11.176","176. In practice, civil service management actions (e.g. hiring, firing, promotions) are not based on nepotism, cronyism, or patronage.","self","","SingleChoice","raw","75","75.0",,"220","4","C369"
"Q1227","GI.SAP11.176","176. In practice, civil service management actions (e.g. hiring, firing, promotions) are not based on nepotism, cronyism, or patronage.","self","","SingleChoice","raw","50","50.0","Nepotism, cronyism, and patronage are discouraged, but exceptions exist. Political leaders or senior officials sometimes appoint family member or friends to favorable positions in the civil service, or lend other favorable treatment.","220","4","C369"
"Q1227","GI.SAP11.176","176. In practice, civil service management actions (e.g. hiring, firing, promotions) are not based on nepotism, cronyism, or patronage.","self","","SingleChoice","raw","25","25.0",,"220","4","C369"
"Q1227","GI.SAP11.176","176. In practice, civil service management actions (e.g. hiring, firing, promotions) are not based on nepotism, cronyism, or patronage.","self","","SingleChoice","raw","0","0.0","Nepotism, cronyism, and patronage are commonly accepted principles in hiring, firing, and promotions of civil servants.","220","4","C369"
"Q1228","GI.SAP11.177","177. In practice, civil servants have clear job descriptions.","self","","SingleChoice","raw","100","100.0","Civil servants almost always have formal job descriptions establishing levels of seniority, assigned functions, and compensation.  Job descriptions are a reliable representation of positions in terms of a person’s authority, responsibility, and base pay.","221","4","C369"
"Q1228","GI.SAP11.177","177. In practice, civil servants have clear job descriptions.","self","","SingleChoice","raw","75","75.0",,"221","4","C369"
"Q1228","GI.SAP11.177","177. In practice, civil servants have clear job descriptions.","self","","SingleChoice","raw","50","50.0","Civil servants often have formal job descriptions, but exceptions exist. Some civil servants may not be part of the formal assignment of duties and compensations.  Some job descriptions may not map clearly to pay or responsibilities in some cases.","221","4","C369"
"Q1228","GI.SAP11.177","177. In practice, civil servants have clear job descriptions.","self","","SingleChoice","raw","25","25.0",,"221","4","C369"
"Q1228","GI.SAP11.177","177. In practice, civil servants have clear job descriptions.","self","","SingleChoice","raw","0","0.0","Civil servants do not have formal roles or job descriptions.  If they do, such job descriptions have little or nothing to do with the position's responsibilities, authority, or pay.","221","4","C369"
"Q1229","GI.SAP11.178","178. In practice, civil servant bonuses constitute only a small fraction of total pay.","self","","SingleChoice","raw","100","100.0","Civil servant bonuses constitute no more than 10% of total pay and do not represent a major element of take-home pay.","222","4","C369"
"Q1229","GI.SAP11.178","178. In practice, civil servant bonuses constitute only a small fraction of total pay.","self","","SingleChoice","raw","75","75.0",,"222","4","C369"
"Q1229","GI.SAP11.178","178. In practice, civil servant bonuses constitute only a small fraction of total pay.","self","","SingleChoice","raw","50","50.0","Civil servant bonuses are generally a small percentage of total take-home pay for most civil servants though exceptions exist where some civil servants' bonuses represent a significant part of total pay.","222","4","C369"
"Q1229","GI.SAP11.178","178. In practice, civil servant bonuses constitute only a small fraction of total pay.","self","","SingleChoice","raw","25","25.0",,"222","4","C369"
"Q1229","GI.SAP11.178","178. In practice, civil servant bonuses constitute only a small fraction of total pay.","self","","SingleChoice","raw","0","0.0","Most civil servants receive bonuses that represent a significant amount of total take-home pay.  In some cases bonuses represent the majority of total pay to civil servants.","222","4","C369"
"Q1230","GI.SAP11.179","179. In practice, the government publishes the number of authorized civil service positions along with the number of positions actually filled.","self","","SingleChoice","raw","100","100.0","The government publishes such a list on a regular basis.","223","4","C369"
"Q1230","GI.SAP11.179","179. In practice, the government publishes the number of authorized civil service positions along with the number of positions actually filled.","self","","SingleChoice","raw","75","75.0",,"223","4","C369"
